,Date,Company,Departure,Source,Duration,Stoppages,Arrival,Destination,Price
388,Fri-29Oct2021,GO FIRST,22:40,Mumbai,10h 00m,1-stop,08:40,Delhi,"20,749"
389,Fri-29Oct2021,GO FIRST,22:15,Mumbai,10h 25m,1-stop,08:40,Delhi,"20,749"
390,Fri-29Oct2021,Vistara,16:00,Mumbai,17h 40m,1-stop,09:40,Delhi,"22,061"
391,Fri-29Oct2021,Vistara,16:00,Mumbai,18h 40m,1-stop,10:40,Delhi,"22,061"
392,Fri-29Oct2021,Vistara,14:00,Mumbai,08h 45m,1-stop,22:45,Delhi,"22,323"
393,Fri-29Oct2021,Vistara,14:00,Mumbai,19h 35m,1-stop,09:35,Delhi,"22,323"
394,Fri-29Oct2021,Vistara,21:00,Mumbai,12h 40m,1-stop,09:40,Delhi,"22,376"
395,Fri-29Oct2021,Vistara,21:00,Mumbai,13h 40m,1-stop,10:40,Delhi,"22,376"
396,Fri-29Oct2021,Vistara,21:00,Mumbai,23h 30m,1-stop,20:30,Delhi,"22,376"
397,Fri-29Oct2021,Vistara,14:00,Mumbai,05h 55m,1-stop,19:55,Delhi,"22,428"
398,Fri-29Oct2021,GO FIRST,18:05,Mumbai,14h 35m,1-stop,08:40,Delhi,"22,481"
399,Fri-29Oct2021,Vistara,19:10,Mumbai,14h 30m,1-stop,09:40,Delhi,"22,901"
400,Fri-29Oct2021,Vistara,19:10,Mumbai,15h 30m,1-stop,10:40,Delhi,"22,901"
401,Fri-29Oct2021,Vistara,19:10,Mumbai,25h 20m,1-stop,20:30,Delhi,"22,901"
402,Fri-29Oct2021,Vistara,18:30,Mumbai,15h 25m,1-stop,09:55,Delhi,"23,373"
403,Fri-29Oct2021,Vistara,14:00,Mumbai,22h 35m,1-stop,12:35,Delhi,"23,898"
404,Fri-29Oct2021,AirAsia,22:50,Mumbai,15h 15m,1-stop,14:05,Delhi,"24,133"
405,Fri-29Oct2021,Vistara,14:00,Mumbai,28h 30m,1-stop,18:30,Delhi,"24,423"
406,Fri-29Oct2021,AirAsia,12:15,Mumbai,10h 20m,1-stop,22:35,Delhi,"25,340"
407,Fri-29Oct2021,Vistara,16:00,Mumbai,06h 25m,1-stop,22:25,Delhi,"25,631"
408,Fri-29Oct2021,Vistara,21:00,Mumbai,17h 10m,1-stop,14:10,Delhi,"25,946"
409,Fri-29Oct2021,Vistara,19:10,Mumbai,19h 00m,1-stop,14:10,Delhi,"26,471"
410,Fri-29Oct2021,Air India,19:05,Mumbai,22h 55m,1-stop,18:00,Delhi,"30,041"
411,Fri-29Oct2021,Vistara,18:30,Mumbai,05h 25m,1-stop,23:55,Delhi,"32,718"
412,Thu-04Nov2021,SpiceJet,21:45,Mumbai,02h 10m,non-stop,23:55,Delhi,"5,943"
413,Thu-04Nov2021,GO FIRST,18:00,Mumbai,02h 10m,non-stop,20:10,Delhi,"5,942"
414,Thu-04Nov2021,GO FIRST,22:40,Mumbai,02h 10m,non-stop,00:50,Delhi,"5,942"
415,Thu-04Nov2021,GO FIRST,13:30,Mumbai,02h 15m,non-stop,15:45,Delhi,"5,942"
416,Thu-04Nov2021,GO FIRST,21:15,Mumbai,02h 15m,non-stop,23:30,Delhi,"5,942"
417,Thu-04Nov2021,GO FIRST,06:00,Mumbai,02h 10m,non-stop,08:10,Delhi,"5,942"
418,Thu-04Nov2021,GO FIRST,12:15,Mumbai,02h 15m,non-stop,14:30,Delhi,"5,942"
419,Thu-04Nov2021,SpiceJet,10:15,Mumbai,02h 15m,non-stop,12:30,Delhi,"5,943"
420,Thu-04Nov2021,SpiceJet,19:05,Mumbai,02h 25m,non-stop,21:30,Delhi,"5,943"
421,Thu-04Nov2021,Vistara,06:00,Mumbai,02h 05m,non-stop,08:05,Delhi,"5,943"
422,Thu-04Nov2021,Vistara,22:45,Mumbai,02h 10m,non-stop,00:55,Delhi,"5,943"
423,Thu-04Nov2021,GO FIRST,23:45,Mumbai,02h 15m,non-stop,02:00,Delhi,"6,520"
424,Thu-04Nov2021,GO FIRST,08:00,Mumbai,02h 10m,non-stop,10:10,Delhi,"5,942"
425,Thu-04Nov2021,Indigo,07:45,Mumbai,02h 05m,non-stop,09:50,Delhi,"5,943"
426,Thu-04Nov2021,Indigo,20:30,Mumbai,02h 05m,non-stop,22:35,Delhi,"5,943"
427,Thu-04Nov2021,Vistara,07:30,Mumbai,02h 10m,non-stop,09:40,Delhi,"5,943"
428,Thu-04Nov2021,Vistara,18:30,Mumbai,02h 10m,non-stop,20:40,Delhi,"5,943"
429,Thu-04Nov2021,Vistara,08:45,Mumbai,02h 15m,non-stop,11:00,Delhi,"5,943"
430,Thu-04Nov2021,Vistara,14:40,Mumbai,02h 15m,non-stop,16:55,Delhi,"5,943"
431,Thu-04Nov2021,Vistara,15:45,Mumbai,02h 20m,non-stop,18:05,Delhi,"5,943"
432,Thu-04Nov2021,GO FIRST,09:25,Mumbai,10h 45m,1-stop,20:10,Delhi,"5,942"
433,Thu-04Nov2021,GO FIRST,07:30,Mumbai,12h 40m,1-stop,20:10,Delhi,"5,942"
434,Thu-04Nov2021,SpiceJet,14:30,Mumbai,03h 40m,1-stop,18:10,Delhi,"5,943"
435,Thu-04Nov2021,SpiceJet,19:50,Mumbai,14h 50m,1-stop,10:40,Delhi,"5,943"
436,Thu-04Nov2021,GO FIRST,09:55,Mumbai,02h 15m,non-stop,12:10,Delhi,"5,942"
437,Thu-04Nov2021,Indigo,19:35,Mumbai,01h 50m,non-stop,21:25,Delhi,"5,943"
438,Thu-04Nov2021,Indigo,17:15,Mumbai,02h 05m,non-stop,19:20,Delhi,"5,943"
439,Thu-04Nov2021,Indigo,18:30,Mumbai,02h 05m,non-stop,20:35,Delhi,"5,943"
440,Thu-04Nov2021,Indigo,15:50,Mumbai,02h 10m,non-stop,18:00,Delhi,"5,943"
441,Thu-04Nov2021,Vistara,06:30,Mumbai,02h 05m,non-stop,08:35,Delhi,"5,943"
442,Thu-04Nov2021,Vistara,11:55,Mumbai,02h 10m,non-stop,14:05,Delhi,"5,943"
443,Thu-04Nov2021,Vistara,10:25,Mumbai,02h 15m,non-stop,12:40,Delhi,"5,943"
444,Thu-04Nov2021,Air India,07:00,Mumbai,01h 55m,non-stop,08:55,Delhi,"5,943"
445,Thu-04Nov2021,Air India,21:30,Mumbai,02h 00m,non-stop,23:30,Delhi,"5,943"
446,Thu-04Nov2021,Air India,16:00,Mumbai,02h 15m,non-stop,18:15,Delhi,"5,943"
447,Thu-04Nov2021,Air India,19:00,Mumbai,02h 15m,non-stop,21:15,Delhi,"5,943"
448,Thu-04Nov2021,AirAsia,13:05,Mumbai,11h 55m,1-stop,01:00,Delhi,"5,941"
449,Thu-04Nov2021,GO FIRST,16:10,Mumbai,05h 35m,1-stop,21:45,Delhi,"5,942"
450,Thu-04Nov2021,GO FIRST,16:10,Mumbai,05h 40m,1-stop,21:50,Delhi,"5,942"
451,Thu-04Nov2021,GO FIRST,15:15,Mumbai,05h 55m,1-stop,21:10,Delhi,"5,942"
452,Thu-04Nov2021,GO FIRST,10:40,Mumbai,06h 55m,1-stop,17:35,Delhi,"5,942"
453,Thu-04Nov2021,GO FIRST,09:25,Mumbai,08h 20m,1-stop,17:45,Delhi,"5,942"
454,Thu-04Nov2021,GO FIRST,09:00,Mumbai,08h 45m,1-stop,17:45,Delhi,"5,942"
455,Thu-04Nov2021,GO FIRST,14:35,Mumbai,09h 15m,1-stop,23:50,Delhi,"5,942"
456,Thu-04Nov2021,GO FIRST,10:40,Mumbai,09h 40m,1-stop,20:20,Delhi,"5,942"
457,Thu-04Nov2021,GO FIRST,07:30,Mumbai,10h 15m,1-stop,17:45,Delhi,"5,942"
458,Thu-04Nov2021,GO FIRST,10:35,Mumbai,10h 35m,1-stop,21:10,Delhi,"5,942"
459,Thu-04Nov2021,GO FIRST,10:40,Mumbai,11h 00m,1-stop,21:40,Delhi,"5,942"
460,Thu-04Nov2021,GO FIRST,21:15,Mumbai,11h 15m,1-stop,08:30,Delhi,"5,942"
461,Thu-04Nov2021,GO FIRST,09:00,Mumbai,11h 30m,1-stop,20:30,Delhi,"5,942"
462,Thu-04Nov2021,GO FIRST,22:50,Mumbai,11h 40m,1-stop,10:30,Delhi,"5,942"
463,Thu-04Nov2021,GO FIRST,19:30,Mumbai,11h 50m,1-stop,07:20,Delhi,"5,942"
464,Thu-04Nov2021,GO FIRST,05:00,Mumbai,12h 45m,1-stop,17:45,Delhi,"5,942"
465,Thu-04Nov2021,GO FIRST,09:25,Mumbai,13h 20m,1-stop,22:45,Delhi,"5,942"
466,Thu-04Nov2021,SpiceJet,13:50,Mumbai,24h 30m,1-stop,14:20,Delhi,"5,943"
467,Thu-04Nov2021,Indigo,03:05,Mumbai,02h 05m,non-stop,05:10,Delhi,"6,153"
468,Thu-04Nov2021,Indigo,22:20,Mumbai,02h 05m,non-stop,00:25,Delhi,"6,153"
469,Thu-04Nov2021,Indigo,06:00,Mumbai,02h 10m,non-stop,08:10,Delhi,"6,153"
470,Thu-04Nov2021,Indigo,11:45,Mumbai,02h 15m,non-stop,14:00,Delhi,"6,363"
471,Thu-04Nov2021,Air India,15:25,Mumbai,03h 55m,1-stop,19:20,Delhi,"6,363"
472,Thu-04Nov2021,Air India,07:05,Mumbai,04h 05m,1-stop,11:10,Delhi,"6,363"
473,Thu-04Nov2021,AirAsia,08:20,Mumbai,05h 40m,1-stop,14:00,Delhi,"6,364"
474,Thu-04Nov2021,AirAsia,08:20,Mumbai,07h 55m,1-stop,16:15,Delhi,"6,364"
475,Thu-04Nov2021,Indigo,08:30,Mumbai,01h 55m,non-stop,10:25,Delhi,"6,521"
476,Thu-04Nov2021,Indigo,05:00,Mumbai,02h 05m,non-stop,07:05,Delhi,"6,521"
477,Thu-04Nov2021,Indigo,09:20,Mumbai,02h 10m,non-stop,11:30,Delhi,"6,521"
478,Thu-04Nov2021,Indigo,10:05,Mumbai,02h 10m,non-stop,12:15,Delhi,"6,521"
479,Thu-04Nov2021,Indigo,13:40,Mumbai,02h 10m,non-stop,15:50,Delhi,"6,521"
480,Thu-04Nov2021,Indigo,07:05,Mumbai,02h 15m,non-stop,09:20,Delhi,"6,521"
481,Thu-04Nov2021,SpiceJet,07:20,Mumbai,02h 15m,non-stop,09:35,Delhi,"8,252"
482,Thu-04Nov2021,Indigo,16:45,Mumbai,05h 50m,1-stop,22:35,Delhi,"8,621"
483,Thu-04Nov2021,Indigo,15:05,Mumbai,09h 45m,1-stop,00:50,Delhi,"8,831"
484,Thu-04Nov2021,Indigo,09:25,Mumbai,04h 15m,1-stop,13:40,Delhi,"8,831"
485,Thu-04Nov2021,Indigo,07:45,Mumbai,05h 55m,1-stop,13:40,Delhi,"8,831"
486,Thu-04Nov2021,Indigo,15:05,Mumbai,06h 15m,1-stop,21:20,Delhi,"8,831"
487,Thu-04Nov2021,Air India,08:00,Mumbai,02h 15m,non-stop,10:15,Delhi,"8,778"
488,Thu-04Nov2021,GO FIRST,19:30,Mumbai,13h 10m,1-stop,08:40,Delhi,"9,685"
489,Thu-04Nov2021,Vistara,11:30,Mumbai,05h 15m,1-stop,16:45,Delhi,"9,976"
490,Thu-04Nov2021,Indigo,00:10,Mumbai,08h 15m,1-stop,08:25,Delhi,"9,251"
491,Thu-04Nov2021,Air India,10:00,Mumbai,02h 15m,non-stop,12:15,Delhi,"9,513"
492,Thu-04Nov2021,Air India,19:20,Mumbai,20h 40m,1-stop,16:00,Delhi,"9,556"
493,Thu-04Nov2021,Indigo,11:00,Mumbai,04h 55m,1-stop,15:55,Delhi,"9,723"
494,Thu-04Nov2021,Vistara,06:20,Mumbai,06h 10m,1-stop,12:30,Delhi,"9,881"
495,Thu-04Nov2021,Vistara,06:00,Mumbai,10h 30m,1-stop,16:30,Delhi,"10,038"
496,Thu-04Nov2021,Air India,05:45,Mumbai,12h 45m,1-stop,18:30,Delhi,"10,143"
497,Thu-04Nov2021,Indigo,17:05,Mumbai,05h 45m,1-stop,22:50,Delhi,"10,196"
498,Thu-04Nov2021,Vistara,06:00,Mumbai,04h 50m,1-stop,10:50,Delhi,"10,418"
499,Thu-04Nov2021,Vistara,16:05,Mumbai,24h 25m,1-stop,16:30,Delhi,"10,458"
500,Thu-04Nov2021,Indigo,13:45,Mumbai,08h 15m,1-stop,22:00,Delhi,"10,511"
501,Thu-04Nov2021,Air India,05:45,Mumbai,08h 05m,1-stop,13:50,Delhi,"10,563"
502,Thu-04Nov2021,Air India,05:45,Mumbai,27h 10m,1-stop,08:55,Delhi,"10,563"
503,Thu-04Nov2021,SpiceJet,05:55,Mumbai,04h 45m,1-stop,10:40,Delhi,"10,747"
504,Thu-04Nov2021,Indigo,17:30,Mumbai,04h 30m,1-stop,22:00,Delhi,"10,773"
505,Thu-04Nov2021,Indigo,20:15,Mumbai,04h 05m,1-stop,00:20,Delhi,"10,931"
506,Thu-04Nov2021,Indigo,19:15,Mumbai,05h 05m,1-stop,00:20,Delhi,"10,931"
507,Thu-04Nov2021,Indigo,06:35,Mumbai,10h 40m,1-stop,17:15,Delhi,"10,931"
508,Thu-04Nov2021,Vistara,13:20,Mumbai,27h 30m,1-stop,16:50,Delhi,"11,088"
509,Thu-04Nov2021,Indigo,13:45,Mumbai,10h 35m,1-stop,00:20,Delhi,"11,141"
510,Thu-04Nov2021,GO FIRST,10:40,Mumbai,07h 15m,1-stop,17:55,Delhi,"11,301"
511,Thu-04Nov2021,Indigo,17:30,Mumbai,06h 50m,1-stop,00:20,Delhi,"11,403"
512,Thu-04Nov2021,Indigo,06:35,Mumbai,09h 05m,1-stop,15:40,Delhi,"11,456"
513,Thu-04Nov2021,SpiceJet,09:15,Mumbai,09h 15m,1-stop,18:30,Delhi,"11,588"
514,Thu-04Nov2021,Vistara,12:25,Mumbai,10h 30m,1-stop,22:55,Delhi,"11,613"
515,Thu-04Nov2021,Vistara,12:25,Mumbai,23h 30m,1-stop,11:55,Delhi,"11,613"
516,Thu-04Nov2021,Indigo,06:05,Mumbai,04h 20m,1-stop,10:25,Delhi,"11,771"
517,Thu-04Nov2021,Vistara,12:15,Mumbai,04h 30m,1-stop,16:45,Delhi,"11,876"
518,Thu-04Nov2021,Air India,09:50,Mumbai,09h 55m,1-stop,19:45,Delhi,"11,928"
519,Thu-04Nov2021,Indigo,08:55,Mumbai,06h 25m,1-stop,15:20,Delhi,"12,086"
520,Thu-04Nov2021,Indigo,15:50,Mumbai,06h 05m,1-stop,21:55,Delhi,"12,138"
521,Thu-04Nov2021,Vistara,16:00,Mumbai,20h 40m,1-stop,12:40,Delhi,"12,138"
522,Thu-04Nov2021,Vistara,16:00,Mumbai,22h 10m,1-stop,14:10,Delhi,"12,138"
523,Thu-04Nov2021,Vistara,16:00,Mumbai,28h 20m,1-stop,20:20,Delhi,"12,138"
524,Thu-04Nov2021,SpiceJet,06:15,Mumbai,17h 30m,1-stop,23:45,Delhi,"12,163"
525,Thu-04Nov2021,Vistara,09:05,Mumbai,05h 05m,1-stop,14:10,Delhi,"12,243"
526,Thu-04Nov2021,Vistara,09:05,Mumbai,11h 15m,1-stop,20:20,Delhi,"12,243"
527,Thu-04Nov2021,Vistara,17:30,Mumbai,19h 10m,1-stop,12:40,Delhi,"12,243"
528,Thu-04Nov2021,Vistara,17:30,Mumbai,20h 40m,1-stop,14:10,Delhi,"12,243"
529,Thu-04Nov2021,Vistara,17:30,Mumbai,26h 50m,1-stop,20:20,Delhi,"12,243"
530,Thu-04Nov2021,Vistara,09:05,Mumbai,27h 35m,1-stop,12:40,Delhi,"12,243"
531,Thu-04Nov2021,GO FIRST,10:55,Mumbai,07h 30m,1-stop,18:25,Delhi,"12,321"
532,Thu-04Nov2021,Vistara,13:35,Mumbai,27h 30m,1-stop,17:05,Delhi,"12,506"
533,Thu-04Nov2021,GO FIRST,11:30,Mumbai,08h 50m,1-stop,20:20,Delhi,"12,663"
534,Thu-04Nov2021,AirAsia,02:35,Mumbai,11h 30m,1-stop,14:05,Delhi,"12,845"
535,Thu-04Nov2021,Air India,05:30,Mumbai,11h 05m,1-stop,16:35,Delhi,"12,873"
536,Thu-04Nov2021,Air India,19:05,Mumbai,21h 30m,1-stop,16:35,Delhi,"12,926"
537,Thu-04Nov2021,Vistara,21:00,Mumbai,16h 30m,1-stop,13:30,Delhi,"12,978"
538,Thu-04Nov2021,Vistara,17:50,Mumbai,19h 40m,1-stop,13:30,Delhi,"12,978"
539,Thu-04Nov2021,GO FIRST,10:40,Mumbai,07h 15m,1-stop,17:55,Delhi,"13,196"
540,Thu-04Nov2021,GO FIRST,10:40,Mumbai,09h 50m,1-stop,20:30,Delhi,"13,196"
541,Thu-04Nov2021,Air India,05:35,Mumbai,05h 20m,1-stop,10:55,Delhi,"13,398"
542,Thu-04Nov2021,Vistara,07:05,Mumbai,06h 25m,1-stop,13:30,Delhi,"13,398"
543,Thu-04Nov2021,Vistara,07:05,Mumbai,13h 05m,1-stop,20:10,Delhi,"13,503"
544,Thu-04Nov2021,Vistara,21:00,Mumbai,12h 55m,1-stop,09:55,Delhi,"13,818"
545,Thu-04Nov2021,Vistara,17:50,Mumbai,16h 05m,1-stop,09:55,Delhi,"13,818"
546,Thu-04Nov2021,Vistara,12:25,Mumbai,21h 10m,1-stop,09:35,Delhi,"13,818"
547,Thu-04Nov2021,Vistara,12:25,Mumbai,24h 10m,1-stop,12:35,Delhi,"13,818"
548,Thu-04Nov2021,Vistara,12:25,Mumbai,29h 20m,1-stop,17:45,Delhi,"13,818"
549,Thu-04Nov2021,Vistara,09:45,Mumbai,10h 25m,1-stop,20:10,Delhi,"14,133"
550,Thu-04Nov2021,Air India,07:15,Mumbai,16h 25m,1-stop,23:40,Delhi,"14,408"
551,Thu-04Nov2021,SpiceJet,06:15,Mumbai,25h 30m,1-stop,07:45,Delhi,"14,579"
552,Thu-04Nov2021,Indigo,06:45,Mumbai,09h 25m,1-stop,16:10,Delhi,"14,868"
553,Thu-04Nov2021,Vistara,07:00,Mumbai,05h 40m,1-stop,12:40,Delhi,"15,341"
554,Thu-04Nov2021,Vistara,07:00,Mumbai,07h 10m,1-stop,14:10,Delhi,"15,341"
555,Thu-04Nov2021,Vistara,07:00,Mumbai,13h 20m,1-stop,20:20,Delhi,"15,341"
556,Thu-04Nov2021,Air India,13:25,Mumbai,27h 10m,1-stop,16:35,Delhi,"15,498"
557,Thu-04Nov2021,AirAsia,07:20,Mumbai,02h 10m,non-stop,09:30,Delhi,"15,708"
558,Thu-04Nov2021,Air India,14:20,Mumbai,26h 10m,1-stop,16:30,Delhi,"15,813"
559,Thu-04Nov2021,Air India,05:00,Mumbai,11h 45m,1-stop,16:45,Delhi,"15,961"
560,Thu-04Nov2021,Vistara,11:25,Mumbai,05h 40m,1-stop,17:05,Delhi,"15,971"
561,Thu-04Nov2021,Air India,08:05,Mumbai,12h 35m,1-stop,20:40,Delhi,"16,443"
562,Thu-04Nov2021,Air India,08:05,Mumbai,13h 30m,1-stop,21:35,Delhi,"16,443"
563,Thu-04Nov2021,Vistara,21:00,Mumbai,23h 10m,1-stop,20:10,Delhi,"16,548"
564,Thu-04Nov2021,Vistara,17:50,Mumbai,26h 20m,1-stop,20:10,Delhi,"16,548"
565,Thu-04Nov2021,GO FIRST,11:20,Mumbai,06h 40m,1-stop,18:00,Delhi,"16,863"
566,Thu-04Nov2021,GO FIRST,11:20,Mumbai,10h 40m,1-stop,22:00,Delhi,"16,863"
567,Thu-04Nov2021,Indigo,00:10,Mumbai,10h 20m,1-stop,10:30,Delhi,"16,916"
568,Thu-04Nov2021,Air India,11:10,Mumbai,10h 25m,1-stop,21:35,Delhi,"17,283"
569,Thu-04Nov2021,Air India,11:10,Mumbai,21h 20m,1-stop,08:30,Delhi,"17,283"
570,Thu-04Nov2021,Air India,17:10,Mumbai,28h 00m,1-stop,21:10,Delhi,"17,493"
571,Thu-04Nov2021,GO FIRST,15:20,Mumbai,05h 00m,1-stop,20:20,Delhi,"17,809"
572,Thu-04Nov2021,Air India,10:25,Mumbai,09h 25m,1-stop,19:50,Delhi,"17,913"
573,Thu-04Nov2021,Indigo,00:10,Mumbai,07h 45m,1-stop,07:55,Delhi,"18,018"
574,Thu-04Nov2021,Indigo,00:10,Mumbai,08h 50m,1-stop,09:00,Delhi,"18,018"
575,Thu-04Nov2021,Indigo,22:55,Mumbai,09h 00m,1-stop,07:55,Delhi,"18,018"
576,Thu-04Nov2021,Indigo,22:55,Mumbai,10h 05m,1-stop,09:00,Delhi,"18,018"
577,Thu-04Nov2021,Air India,10:15,Mumbai,27h 30m,1-stop,13:45,Delhi,"18,648"
578,Thu-04Nov2021,Air India,05:20,Mumbai,14h 30m,1-stop,19:50,Delhi,"18,753"
579,Thu-04Nov2021,Vistara,06:00,Mumbai,11h 45m,1-stop,17:45,Delhi,"18,858"
580,Thu-04Nov2021,Vistara,06:00,Mumbai,27h 35m,1-stop,09:35,Delhi,"18,858"
581,Thu-04Nov2021,Air India,09:50,Mumbai,10h 35m,1-stop,20:25,Delhi,"19,553"
582,Thu-04Nov2021,Air India,05:20,Mumbai,07h 40m,1-stop,13:00,Delhi,"21,693"
583,Thu-04Nov2021,Air India,08:05,Mumbai,26h 10m,1-stop,10:15,Delhi,"24,108"
584,Thu-04Nov2021,GO FIRST,05:00,Mumbai,11h 55m,1-stop,16:55,Delhi,"25,789"
585,Fri-29Oct2021,SpiceJet,18:15,Delhi,02h 35m,non-stop,20:50,Goa,"7,424"
586,Fri-29Oct2021,Vistara,17:10,Delhi,02h 40m,non-stop,19:50,Goa,"7,425"
587,Fri-29Oct2021,GO FIRST,10:40,Delhi,02h 30m,non-stop,13:10,Goa,"7,424"
588,Fri-29Oct2021,SpiceJet,20:10,Delhi,18h 15m,1-stop,14:25,Goa,"7,424"
589,Fri-29Oct2021,SpiceJet,15:50,Delhi,22h 35m,1-stop,14:25,Goa,"7,424"
590,Fri-29Oct2021,SpiceJet,20:10,Delhi,23h 00m,1-stop,19:10,Goa,"7,424"
591,Fri-29Oct2021,AirAsia,11:55,Delhi,02h 40m,non-stop,14:35,Goa,"7,426"
592,Fri-29Oct2021,AirAsia,12:40,Delhi,02h 45m,non-stop,15:25,Goa,"7,426"
593,Fri-29Oct2021,GO FIRST,15:30,Delhi,04h 25m,1-stop,19:55,Goa,"7,424"
594,Fri-29Oct2021,SpiceJet,20:10,Delhi,11h 15m,1-stop,07:25,Goa,"7,424"
595,Fri-29Oct2021,SpiceJet,15:50,Delhi,15h 35m,1-stop,07:25,Goa,"7,424"
596,Fri-29Oct2021,Vistara,11:10,Delhi,02h 40m,non-stop,13:50,Goa,"7,425"
597,Fri-29Oct2021,Air India,12:10,Delhi,02h 30m,non-stop,14:40,Goa,"7,425"
598,Fri-29Oct2021,AirAsia,19:55,Delhi,11h 30m,1-stop,07:25,Goa,"7,423"
599,Fri-29Oct2021,AirAsia,19:55,Delhi,13h 30m,1-stop,09:25,Goa,"7,423"
600,Fri-29Oct2021,GO FIRST,22:45,Delhi,15h 10m,1-stop,13:55,Goa,"7,424"
601,Fri-29Oct2021,Indigo,12:10,Delhi,04h 25m,1-stop,16:35,Goa,"7,425"
602,Fri-29Oct2021,Indigo,12:45,Delhi,05h 45m,1-stop,18:30,Goa,"7,425"
603,Fri-29Oct2021,Indigo,13:50,Delhi,07h 20m,1-stop,21:10,Goa,"7,425"
604,Fri-29Oct2021,Indigo,12:10,Delhi,02h 40m,non-stop,14:50,Goa,"7,635"
605,Fri-29Oct2021,Indigo,18:30,Delhi,02h 50m,non-stop,21:20,Goa,"7,635"
606,Fri-29Oct2021,SpiceJet,10:40,Delhi,22h 05m,1-stop,08:45,Goa,"7,634"
607,Fri-29Oct2021,SpiceJet,16:20,Delhi,16h 25m,1-stop,08:45,Goa,"7,844"
608,Fri-29Oct2021,SpiceJet,18:40,Delhi,14h 05m,1-stop,08:45,Goa,"8,054"
609,Fri-29Oct2021,Indigo,11:35,Delhi,06h 00m,1-stop,17:35,Goa,"8,717"
610,Fri-29Oct2021,SpiceJet,12:00,Delhi,02h 25m,non-stop,14:25,Goa,"8,790"
611,Fri-29Oct2021,Vistara,15:10,Delhi,23h 30m,1-stop,14:40,Goa,"9,840"
612,Fri-29Oct2021,Air India,10:40,Delhi,20h 10m,1-stop,06:50,Goa,"9,840"
613,Fri-29Oct2021,Vistara,12:45,Delhi,25h 55m,1-stop,14:40,Goa,"9,840"
614,Fri-29Oct2021,Vistara,10:20,Delhi,04h 20m,1-stop,14:40,Goa,"9,893"
615,Fri-29Oct2021,Indigo,14:00,Delhi,05h 20m,1-stop,19:20,Goa,"10,008"
616,Fri-29Oct2021,Indigo,11:00,Delhi,07h 00m,1-stop,18:00,Goa,"10,008"
617,Fri-29Oct2021,Indigo,10:10,Delhi,07h 50m,1-stop,18:00,Goa,"10,008"
618,Fri-29Oct2021,GO FIRST,21:15,Delhi,09h 25m,1-stop,06:40,Goa,"10,242"
619,Fri-29Oct2021,Vistara,17:45,Delhi,20h 55m,1-stop,14:40,Goa,"10,260"
620,Fri-29Oct2021,Vistara,17:45,Delhi,26h 10m,1-stop,19:55,Goa,"10,260"
621,Fri-29Oct2021,Vistara,15:10,Delhi,21h 35m,1-stop,12:45,Goa,"10,575"
622,Fri-29Oct2021,Vistara,12:45,Delhi,24h 00m,1-stop,12:45,Goa,"10,575"
623,Fri-29Oct2021,Vistara,10:20,Delhi,26h 25m,1-stop,12:45,Goa,"10,575"
624,Fri-29Oct2021,Indigo,15:05,Delhi,05h 45m,1-stop,20:50,Goa,"10,654"
625,Fri-29Oct2021,Indigo,13:10,Delhi,07h 40m,1-stop,20:50,Goa,"10,654"
626,Fri-29Oct2021,SpiceJet,20:20,Delhi,12h 25m,1-stop,08:45,Goa,"10,858"
627,Fri-29Oct2021,SpiceJet,11:30,Delhi,04h 50m,1-stop,16:20,Goa,"10,890"
628,Fri-29Oct2021,Vistara,16:55,Delhi,21h 45m,1-stop,14:40,Goa,"10,890"
629,Fri-29Oct2021,Vistara,16:55,Delhi,27h 00m,1-stop,19:55,Goa,"10,890"
630,Fri-29Oct2021,Vistara,17:45,Delhi,19h 00m,1-stop,12:45,Goa,"10,995"
631,Fri-29Oct2021,Vistara,16:55,Delhi,19h 50m,1-stop,12:45,Goa,"11,625"
632,Fri-29Oct2021,Vistara,18:55,Delhi,19h 45m,1-stop,14:40,Goa,"11,940"
633,Fri-29Oct2021,Vistara,18:55,Delhi,25h 00m,1-stop,19:55,Goa,"11,940"
634,Fri-29Oct2021,Vistara,20:35,Delhi,18h 05m,2+-stop,14:40,Goa,"12,331"
635,Fri-29Oct2021,Vistara,20:35,Delhi,23h 20m,2+-stop,19:55,Goa,"12,331"
636,Fri-29Oct2021,Vistara,20:35,Delhi,23h 20m,2+-stop,19:55,Goa,"12,331"
637,Fri-29Oct2021,Vistara,14:45,Delhi,23h 55m,2+-stop,14:40,Goa,"12,331"
638,Fri-29Oct2021,Vistara,14:45,Delhi,29h 10m,2+-stop,19:55,Goa,"12,331"
639,Fri-29Oct2021,Vistara,14:45,Delhi,29h 10m,2+-stop,19:55,Goa,"12,331"
640,Fri-29Oct2021,Vistara,13:20,Delhi,25h 20m,2+-stop,14:40,Goa,"12,485"
641,Fri-29Oct2021,Vistara,13:20,Delhi,30h 35m,2+-stop,19:55,Goa,"12,485"
642,Fri-29Oct2021,AirAsia,18:40,Delhi,12h 20m,1-stop,07:00,Goa,"12,518"
643,Fri-29Oct2021,AirAsia,16:15,Delhi,14h 45m,1-stop,07:00,Goa,"12,518"
644,Fri-29Oct2021,Vistara,18:55,Delhi,17h 50m,1-stop,12:45,Goa,"12,675"
645,Fri-29Oct2021,Vistara,17:45,Delhi,20h 55m,2+-stop,14:40,Goa,"12,982"
