,Date,Company,Departure,Source,Duration,Stoppages,Arrival,Destination,Price
646,Fri-29Oct2021,Vistara,17:45,Delhi,26h 10m,2+-stop,19:55,Goa,"12,982"
647,Fri-29Oct2021,Vistara,17:45,Delhi,26h 10m,2+-stop,19:55,Goa,"12,982"
648,Fri-29Oct2021,Indigo,13:10,Delhi,06h 10m,1-stop,19:20,Goa,"13,237"
649,Fri-29Oct2021,SpiceJet,21:00,Delhi,17h 50m,1-stop,14:50,Goa,"13,306"
650,Fri-29Oct2021,Vistara,13:40,Delhi,25h 00m,2+-stop,14:40,Goa,"13,461"
651,Fri-29Oct2021,Vistara,13:40,Delhi,30h 15m,2+-stop,19:55,Goa,"13,461"
652,Fri-29Oct2021,Vistara,20:35,Delhi,16h 10m,2+-stop,12:45,Goa,"13,507"
653,Fri-29Oct2021,Vistara,14:45,Delhi,22h 00m,2+-stop,12:45,Goa,"13,507"
654,Fri-29Oct2021,Indigo,13:10,Delhi,04h 50m,1-stop,18:00,Goa,"13,830"
655,Fri-29Oct2021,Vistara,17:10,Delhi,21h 30m,2+-stop,14:40,Goa,"13,986"
656,Fri-29Oct2021,Vistara,17:10,Delhi,26h 45m,2+-stop,19:55,Goa,"13,986"
657,Fri-29Oct2021,Indigo,12:00,Delhi,06h 00m,1-stop,18:00,Goa,"14,303"
658,Fri-29Oct2021,Vistara,13:40,Delhi,23h 05m,2+-stop,12:45,Goa,"14,443"
659,Fri-29Oct2021,Vistara,21:40,Delhi,17h 00m,1-stop,14:40,Goa,"15,405"
660,Fri-29Oct2021,Vistara,19:45,Delhi,18h 55m,1-stop,14:40,Goa,"15,405"
661,Fri-29Oct2021,Air India,10:40,Delhi,09h 50m,1-stop,20:30,Goa,"15,668"
662,Fri-29Oct2021,Vistara,21:40,Delhi,15h 05m,1-stop,12:45,Goa,"16,140"
663,Fri-29Oct2021,Vistara,19:45,Delhi,17h 00m,1-stop,12:45,Goa,"16,140"
664,Fri-29Oct2021,Indigo,12:00,Delhi,07h 20m,1-stop,19:20,Goa,"16,403"
665,Fri-29Oct2021,SpiceJet,16:20,Delhi,23h 20m,1-stop,15:40,Goa,"17,474"
666,Fri-29Oct2021,SpiceJet,18:40,Delhi,21h 00m,1-stop,15:40,Goa,"17,684"
667,Fri-29Oct2021,AirAsia,18:40,Delhi,17h 45m,1-stop,12:25,Goa,"18,818"
668,Fri-29Oct2021,SpiceJet,20:20,Delhi,19h 20m,1-stop,15:40,Goa,"18,524"
669,Fri-29Oct2021,Air India,18:30,Delhi,21h 15m,2+-stop,15:45,Goa,"19,185"
670,Fri-29Oct2021,Vistara,20:40,Delhi,17h 10m,1-stop,13:50,Goa,"20,340"
671,Fri-29Oct2021,Vistara,20:40,Delhi,16h 05m,1-stop,12:45,Goa,"23,333"
672,Fri-29Oct2021,Air India,16:35,Delhi,14h 15m,2+-stop,06:50,Goa,"23,490"
673,Fri-29Oct2021,Vistara,19:50,Delhi,18h 00m,1-stop,13:50,Goa,"23,595"
674,Fri-29Oct2021,Vistara,21:40,Delhi,16h 10m,1-stop,13:50,Goa,"29,738"
675,Thu-04Nov2021,AirAsia,12:40,Delhi,02h 45m,non-stop,15:25,Goa,"7,426"
676,Thu-04Nov2021,SpiceJet,12:00,Delhi,02h 25m,non-stop,14:25,Goa,"7,424"
677,Thu-04Nov2021,SpiceJet,16:20,Delhi,02h 40m,non-stop,19:00,Goa,"7,424"
678,Thu-04Nov2021,Indigo,11:05,Delhi,02h 30m,non-stop,13:35,Goa,"7,425"
679,Thu-04Nov2021,Indigo,15:50,Delhi,02h 30m,non-stop,18:20,Goa,"7,425"
680,Thu-04Nov2021,Indigo,12:15,Delhi,02h 35m,non-stop,14:50,Goa,"7,425"
681,Thu-04Nov2021,Indigo,18:55,Delhi,02h 35m,non-stop,21:30,Goa,"7,425"
682,Thu-04Nov2021,GO FIRST,02:00,Delhi,04h 50m,1-stop,06:50,Goa,"7,424"
683,Thu-04Nov2021,GO FIRST,10:45,Delhi,02h 45m,non-stop,13:30,Goa,"7,424"
684,Thu-04Nov2021,GO FIRST,06:05,Delhi,11h 05m,1-stop,17:10,Goa,"7,424"
685,Thu-04Nov2021,GO FIRST,07:20,Delhi,13h 40m,1-stop,21:00,Goa,"7,931"
686,Thu-04Nov2021,AirAsia,12:10,Delhi,02h 45m,non-stop,14:55,Goa,"7,426"
687,Thu-04Nov2021,Indigo,01:05,Delhi,05h 50m,1-stop,06:55,Goa,"7,425"
688,Thu-04Nov2021,Indigo,08:25,Delhi,06h 30m,1-stop,14:55,Goa,"7,425"
689,Thu-04Nov2021,Vistara,11:10,Delhi,02h 40m,non-stop,13:50,Goa,"7,425"
690,Thu-04Nov2021,GO FIRST,09:10,Delhi,08h 00m,2+-stop,17:10,Goa,"7,424"
691,Thu-04Nov2021,GO FIRST,21:00,Delhi,09h 50m,1-stop,06:50,Goa,"7,424"
692,Thu-04Nov2021,GO FIRST,19:40,Delhi,11h 10m,1-stop,06:50,Goa,"7,424"
693,Thu-04Nov2021,GO FIRST,05:35,Delhi,11h 35m,2+-stop,17:10,Goa,"7,424"
694,Thu-04Nov2021,GO FIRST,18:05,Delhi,12h 45m,1-stop,06:50,Goa,"7,424"
695,Thu-04Nov2021,Indigo,08:20,Delhi,05h 45m,1-stop,14:05,Goa,"7,425"
696,Thu-04Nov2021,Indigo,09:30,Delhi,05h 45m,1-stop,15:15,Goa,"7,425"
697,Thu-04Nov2021,Indigo,15:30,Delhi,05h 45m,1-stop,21:15,Goa,"7,425"
698,Thu-04Nov2021,Indigo,12:00,Delhi,06h 00m,1-stop,18:00,Goa,"7,425"
699,Thu-04Nov2021,Indigo,13:00,Delhi,06h 05m,1-stop,19:05,Goa,"7,425"
700,Thu-04Nov2021,Indigo,09:15,Delhi,06h 20m,1-stop,15:35,Goa,"7,425"
701,Thu-04Nov2021,Indigo,11:00,Delhi,06h 25m,1-stop,17:25,Goa,"7,425"
702,Thu-04Nov2021,Indigo,12:00,Delhi,06h 25m,1-stop,18:25,Goa,"7,425"
703,Thu-04Nov2021,Indigo,08:45,Delhi,06h 30m,1-stop,15:15,Goa,"7,425"
704,Thu-04Nov2021,Indigo,05:15,Delhi,06h 45m,1-stop,12:00,Goa,"7,425"
705,Thu-04Nov2021,Indigo,07:20,Delhi,06h 45m,1-stop,14:05,Goa,"7,425"
706,Thu-04Nov2021,Indigo,12:45,Delhi,06h 55m,1-stop,19:40,Goa,"7,425"
707,Thu-04Nov2021,Indigo,08:10,Delhi,07h 05m,1-stop,15:15,Goa,"7,425"
708,Thu-04Nov2021,Indigo,06:45,Delhi,07h 15m,1-stop,14:00,Goa,"7,425"
709,Thu-04Nov2021,Indigo,08:20,Delhi,07h 15m,1-stop,15:35,Goa,"7,425"
710,Thu-04Nov2021,Indigo,10:45,Delhi,07h 15m,1-stop,18:00,Goa,"7,425"
711,Thu-04Nov2021,Indigo,23:15,Delhi,07h 40m,1-stop,06:55,Goa,"7,425"
712,Thu-04Nov2021,Indigo,09:40,Delhi,07h 45m,1-stop,17:25,Goa,"7,425"
713,Thu-04Nov2021,Indigo,13:00,Delhi,07h 50m,1-stop,20:50,Goa,"7,425"
714,Thu-04Nov2021,Indigo,09:55,Delhi,02h 35m,non-stop,12:30,Goa,"7,635"
715,Thu-04Nov2021,AirAsia,05:20,Delhi,02h 30m,non-stop,07:50,Goa,"8,053"
716,Thu-04Nov2021,Indigo,07:55,Delhi,06h 05m,1-stop,14:00,Goa,"8,071"
717,Thu-04Nov2021,Indigo,01:05,Delhi,07h 35m,1-stop,08:40,Goa,"9,362"
718,Thu-04Nov2021,Indigo,04:15,Delhi,06h 10m,1-stop,10:25,Goa,"8,717"
719,Thu-04Nov2021,GO FIRST,10:30,Delhi,07h 15m,1-stop,17:45,Goa,"10,386"
720,Thu-04Nov2021,GO FIRST,08:00,Delhi,09h 45m,1-stop,17:45,Goa,"10,386"
721,Thu-04Nov2021,GO FIRST,07:00,Delhi,10h 45m,1-stop,17:45,Goa,"10,386"
722,Thu-04Nov2021,Air India,10:55,Delhi,02h 20m,non-stop,13:15,Goa,"10,470"
723,Thu-04Nov2021,SpiceJet,07:20,Delhi,09h 45m,1-stop,17:05,Goa,"10,649"
724,Thu-04Nov2021,SpiceJet,06:20,Delhi,10h 45m,1-stop,17:05,Goa,"10,649"
725,Thu-04Nov2021,Indigo,06:30,Delhi,04h 50m,1-stop,11:20,Goa,"10,654"
726,Thu-04Nov2021,Indigo,04:45,Delhi,06h 35m,1-stop,11:20,Goa,"10,654"
727,Thu-04Nov2021,Indigo,04:45,Delhi,07h 50m,1-stop,12:35,Goa,"10,654"
728,Thu-04Nov2021,Vistara,10:20,Delhi,04h 35m,1-stop,14:55,Goa,"11,048"
729,Thu-04Nov2021,Vistara,09:30,Delhi,05h 25m,1-stop,14:55,Goa,"11,048"
730,Thu-04Nov2021,Vistara,08:50,Delhi,06h 05m,1-stop,14:55,Goa,"11,048"
731,Thu-04Nov2021,Vistara,07:30,Delhi,07h 25m,1-stop,14:55,Goa,"11,048"
732,Thu-04Nov2021,Vistara,06:00,Delhi,08h 55m,1-stop,14:55,Goa,"11,048"
733,Thu-04Nov2021,GO FIRST,08:00,Delhi,04h 45m,1-stop,12:45,Goa,"11,174"
734,Thu-04Nov2021,GO FIRST,07:00,Delhi,05h 45m,1-stop,12:45,Goa,"11,174"
735,Thu-04Nov2021,GO FIRST,02:00,Delhi,10h 45m,1-stop,12:45,Goa,"11,174"
736,Thu-04Nov2021,Air India,15:05,Delhi,05h 25m,1-stop,20:30,Goa,"11,468"
737,Thu-04Nov2021,Air India,10:40,Delhi,09h 50m,1-stop,20:30,Goa,"11,468"
738,Thu-04Nov2021,Air India,08:00,Delhi,12h 30m,1-stop,20:30,Goa,"11,468"
739,Thu-04Nov2021,Air India,07:00,Delhi,13h 30m,1-stop,20:30,Goa,"11,468"
740,Thu-04Nov2021,Indigo,07:15,Delhi,05h 20m,1-stop,12:35,Goa,"11,945"
741,Thu-04Nov2021,Indigo,06:30,Delhi,06h 05m,1-stop,12:35,Goa,"11,945"
742,Thu-04Nov2021,Vistara,08:05,Delhi,05h 45m,1-stop,13:50,Goa,"13,043"
743,Thu-04Nov2021,Vistara,06:15,Delhi,07h 35m,1-stop,13:50,Goa,"13,043"
744,Thu-04Nov2021,SpiceJet,07:20,Delhi,05h 30m,1-stop,12:50,Goa,"13,275"
745,Thu-04Nov2021,SpiceJet,06:20,Delhi,06h 30m,1-stop,12:50,Goa,"13,275"
746,Thu-04Nov2021,Air India,08:00,Delhi,06h 45m,1-stop,14:45,Goa,"14,040"
747,Thu-04Nov2021,Air India,07:00,Delhi,07h 45m,1-stop,14:45,Goa,"14,040"
748,Thu-04Nov2021,Air India,21:10,Delhi,13h 05m,1-stop,10:15,Goa,"14,408"
749,Thu-04Nov2021,Air India,08:10,Delhi,26h 05m,1-stop,10:15,Goa,"14,408"
750,Thu-04Nov2021,Vistara,07:30,Delhi,05h 15m,1-stop,12:45,Goa,"14,513"
751,Thu-04Nov2021,Vistara,06:00,Delhi,06h 45m,1-stop,12:45,Goa,"14,513"
752,Thu-04Nov2021,Vistara,17:45,Delhi,21h 10m,1-stop,14:55,Goa,"14,513"
753,Thu-04Nov2021,Vistara,16:55,Delhi,22h 00m,1-stop,14:55,Goa,"14,513"
754,Thu-04Nov2021,Vistara,15:30,Delhi,23h 25m,1-stop,14:55,Goa,"14,513"
755,Thu-04Nov2021,Vistara,12:50,Delhi,26h 05m,1-stop,14:55,Goa,"14,513"
756,Thu-04Nov2021,Vistara,11:40,Delhi,27h 15m,1-stop,14:55,Goa,"14,513"
757,Thu-04Nov2021,Indigo,11:25,Delhi,04h 50m,1-stop,16:15,Goa,"14,528"
758,Thu-04Nov2021,Air India,09:45,Delhi,24h 30m,1-stop,10:15,Goa,"14,828"
759,Thu-04Nov2021,Air India,20:00,Delhi,10h 50m,1-stop,06:50,Goa,"14,880"
760,Thu-04Nov2021,Air India,19:00,Delhi,11h 50m,1-stop,06:50,Goa,"14,880"
761,Thu-04Nov2021,Air India,17:50,Delhi,13h 00m,1-stop,06:50,Goa,"14,880"
762,Thu-04Nov2021,Air India,17:50,Delhi,13h 00m,1-stop,06:50,Goa,"14,880"
763,Thu-04Nov2021,Air India,15:05,Delhi,15h 45m,1-stop,06:50,Goa,"14,880"
764,Thu-04Nov2021,Air India,20:00,Delhi,18h 45m,1-stop,14:45,Goa,"14,880"
765,Thu-04Nov2021,Air India,19:00,Delhi,19h 45m,1-stop,14:45,Goa,"14,880"
766,Thu-04Nov2021,Air India,10:40,Delhi,20h 10m,1-stop,06:50,Goa,"14,880"
767,Thu-04Nov2021,Air India,17:50,Delhi,20h 55m,1-stop,14:45,Goa,"14,880"
768,Thu-04Nov2021,Air India,17:50,Delhi,20h 55m,1-stop,14:45,Goa,"14,880"
769,Thu-04Nov2021,Vistara,16:05,Delhi,21h 45m,1-stop,13:50,Goa,"15,038"
770,Thu-04Nov2021,Vistara,14:15,Delhi,23h 35m,1-stop,13:50,Goa,"15,038"
771,Thu-04Nov2021,SpiceJet,05:55,Delhi,14h 40m,1-stop,20:35,Goa,"15,169"
772,Thu-04Nov2021,SpiceJet,20:10,Delhi,24h 25m,1-stop,20:35,Goa,"15,169"
773,Thu-04Nov2021,SpiceJet,17:45,Delhi,19h 05m,1-stop,12:50,Goa,"15,195"
774,Thu-04Nov2021,SpiceJet,19:45,Delhi,17h 05m,1-stop,12:50,Goa,"15,269"
775,Thu-04Nov2021,SpiceJet,18:55,Delhi,17h 55m,1-stop,12:50,Goa,"15,269"
776,Thu-04Nov2021,GO FIRST,10:30,Delhi,06h 00m,1-stop,16:30,Goa,"16,318"
777,Thu-04Nov2021,GO FIRST,08:00,Delhi,08h 30m,1-stop,16:30,Goa,"16,318"
778,Thu-04Nov2021,GO FIRST,07:00,Delhi,09h 30m,1-stop,16:30,Goa,"16,318"
779,Thu-04Nov2021,GO FIRST,02:00,Delhi,14h 30m,1-stop,16:30,Goa,"16,318"
780,Thu-04Nov2021,SpiceJet,19:45,Delhi,21h 20m,1-stop,17:05,Goa,"17,369"
781,Thu-04Nov2021,SpiceJet,18:55,Delhi,22h 10m,1-stop,17:05,Goa,"17,369"
782,Thu-04Nov2021,AirAsia,18:35,Delhi,12h 25m,1-stop,07:00,Goa,"18,818"
783,Thu-04Nov2021,SpiceJet,05:45,Delhi,12h 50m,1-stop,18:35,Goa,"18,791"
784,Thu-04Nov2021,SpiceJet,20:10,Delhi,11h 35m,1-stop,07:45,Goa,"18,843"
785,Thu-04Nov2021,GO FIRST,06:00,Delhi,14h 10m,1-stop,20:10,Goa,"18,843"
786,Thu-04Nov2021,SpiceJet,05:55,Delhi,25h 50m,1-stop,07:45,Goa,"18,843"
787,Fri-29Oct2021,Indigo,15:05,Delhi,02h 45m,non-stop,17:50,Bangalore,"7,425"
788,Fri-29Oct2021,SpiceJet,21:50,Delhi,02h 45m,non-stop,00:35,Bangalore,"7,425"
789,Fri-29Oct2021,SpiceJet,22:40,Delhi,02h 45m,non-stop,01:25,Bangalore,"7,425"
790,Fri-29Oct2021,Indigo,16:25,Delhi,02h 50m,non-stop,19:15,Bangalore,"7,425"
791,Fri-29Oct2021,Indigo,20:15,Delhi,02h 50m,non-stop,23:05,Bangalore,"7,425"
792,Fri-29Oct2021,SpiceJet,20:05,Delhi,03h 05m,non-stop,23:10,Bangalore,"7,425"
793,Fri-29Oct2021,AirAsia,18:40,Delhi,02h 50m,non-stop,21:30,Bangalore,"7,426"
794,Fri-29Oct2021,GO FIRST,19:45,Delhi,02h 35m,non-stop,22:20,Bangalore,"7,424"
795,Fri-29Oct2021,GO FIRST,13:20,Delhi,11h 10m,1-stop,00:30,Bangalore,"7,424"
796,Fri-29Oct2021,GO FIRST,10:55,Delhi,13h 35m,1-stop,00:30,Bangalore,"7,424"
797,Fri-29Oct2021,Indigo,11:35,Delhi,04h 50m,1-stop,16:25,Bangalore,"7,425"
798,Fri-29Oct2021,Indigo,11:35,Delhi,06h 05m,1-stop,17:40,Bangalore,"7,425"
799,Fri-29Oct2021,Indigo,19:15,Delhi,11h 35m,1-stop,06:50,Bangalore,"7,425"
800,Fri-29Oct2021,GO FIRST,13:20,Delhi,10h 35m,1-stop,23:55,Bangalore,"7,424"
801,Fri-29Oct2021,GO FIRST,10:55,Delhi,13h 00m,1-stop,23:55,Bangalore,"7,424"
802,Fri-29Oct2021,Vistara,14:10,Delhi,02h 45m,non-stop,16:55,Bangalore,"7,425"
803,Fri-29Oct2021,Vistara,16:05,Delhi,02h 45m,non-stop,18:50,Bangalore,"7,425"
804,Fri-29Oct2021,AirAsia,16:15,Delhi,02h 40m,non-stop,18:55,Bangalore,"7,426"
805,Fri-29Oct2021,GO FIRST,19:30,Delhi,15h 00m,1-stop,10:30,Bangalore,"7,424"
806,Fri-29Oct2021,Indigo,11:35,Delhi,08h 15m,1-stop,19:50,Bangalore,"7,425"
807,Fri-29Oct2021,Indigo,17:20,Delhi,02h 45m,non-stop,20:05,Bangalore,"7,425"
808,Fri-29Oct2021,Indigo,22:20,Delhi,02h 45m,non-stop,01:05,Bangalore,"7,425"
809,Fri-29Oct2021,Indigo,13:10,Delhi,02h 50m,non-stop,16:00,Bangalore,"7,425"
810,Fri-29Oct2021,Indigo,18:45,Delhi,02h 55m,non-stop,21:40,Bangalore,"7,425"
811,Fri-29Oct2021,Air India,13:30,Delhi,02h 45m,non-stop,16:15,Bangalore,"7,425"
812,Fri-29Oct2021,AirAsia,15:40,Delhi,04h 55m,1-stop,20:35,Bangalore,"7,423"
813,Fri-29Oct2021,AirAsia,12:40,Delhi,05h 40m,1-stop,18:20,Bangalore,"7,423"
814,Fri-29Oct2021,AirAsia,11:55,Delhi,06h 25m,1-stop,18:20,Bangalore,"7,423"
815,Fri-29Oct2021,AirAsia,16:05,Delhi,08h 55m,1-stop,01:00,Bangalore,"7,423"
816,Fri-29Oct2021,AirAsia,12:40,Delhi,09h 45m,1-stop,22:25,Bangalore,"7,423"
817,Fri-29Oct2021,AirAsia,11:55,Delhi,10h 30m,1-stop,22:25,Bangalore,"7,423"
818,Fri-29Oct2021,AirAsia,19:50,Delhi,12h 45m,1-stop,08:35,Bangalore,"7,423"
819,Fri-29Oct2021,GO FIRST,14:20,Delhi,05h 25m,1-stop,19:45,Bangalore,"7,424"
820,Fri-29Oct2021,GO FIRST,13:20,Delhi,06h 25m,1-stop,19:45,Bangalore,"7,424"
821,Fri-29Oct2021,GO FIRST,10:55,Delhi,08h 50m,1-stop,19:45,Bangalore,"7,424"
822,Fri-29Oct2021,GO FIRST,14:20,Delhi,09h 35m,1-stop,23:55,Bangalore,"7,424"
823,Fri-29Oct2021,GO FIRST,14:20,Delhi,10h 10m,1-stop,00:30,Bangalore,"7,424"
824,Fri-29Oct2021,GO FIRST,22:45,Delhi,10h 25m,2+-stop,09:10,Bangalore,"7,424"
825,Fri-29Oct2021,GO FIRST,21:30,Delhi,11h 40m,2+-stop,09:10,Bangalore,"7,424"
826,Fri-29Oct2021,GO FIRST,20:30,Delhi,12h 40m,2+-stop,09:10,Bangalore,"7,424"
827,Fri-29Oct2021,Indigo,11:35,Delhi,09h 35m,1-stop,21:10,Bangalore,"7,425"
828,Fri-29Oct2021,Indigo,11:35,Delhi,11h 00m,1-stop,22:35,Bangalore,"7,425"
829,Fri-29Oct2021,Indigo,11:05,Delhi,02h 40m,non-stop,13:45,Bangalore,"7,845"
830,Fri-29Oct2021,Vistara,17:35,Delhi,02h 50m,non-stop,20:25,Bangalore,"7,845"
831,Fri-29Oct2021,Air India,21:15,Delhi,02h 40m,non-stop,23:55,Bangalore,"7,845"
832,Fri-29Oct2021,Indigo,12:30,Delhi,08h 10m,1-stop,20:40,Bangalore,"8,071"
833,Fri-29Oct2021,Indigo,11:30,Delhi,09h 35m,1-stop,21:05,Bangalore,"8,071"
834,Fri-29Oct2021,SpiceJet,10:50,Delhi,25h 10m,1-stop,12:00,Bangalore,"8,371"
835,Fri-29Oct2021,Indigo,20:40,Delhi,10h 10m,1-stop,06:50,Bangalore,"9,683"
836,Fri-29Oct2021,AirAsia,12:35,Delhi,11h 15m,2+-stop,23:50,Bangalore,"8,502"
837,Fri-29Oct2021,AirAsia,19:25,Delhi,16h 05m,1-stop,11:30,Bangalore,"8,502"
838,Fri-29Oct2021,Indigo,22:00,Delhi,08h 50m,1-stop,06:50,Bangalore,"8,717"
839,Fri-29Oct2021,Indigo,22:00,Delhi,10h 15m,1-stop,08:15,Bangalore,"8,717"
840,Fri-29Oct2021,Indigo,13:35,Delhi,06h 15m,1-stop,19:50,Bangalore,"8,717"
841,Fri-29Oct2021,Vistara,20:40,Delhi,02h 40m,non-stop,23:20,Bangalore,"8,790"
842,Fri-29Oct2021,Indigo,14:20,Delhi,07h 50m,1-stop,22:10,Bangalore,"9,362"
843,Fri-29Oct2021,GO FIRST,15:30,Delhi,06h 45m,1-stop,22:15,Bangalore,"10,549"
844,Fri-29Oct2021,Vistara,20:35,Delhi,12h 15m,1-stop,08:50,Bangalore,"9,945"
845,Fri-29Oct2021,Vistara,14:45,Delhi,18h 05m,1-stop,08:50,Bangalore,"9,945"
846,Fri-29Oct2021,Indigo,22:00,Delhi,11h 35m,1-stop,09:35,Bangalore,"9,998"
847,Fri-29Oct2021,Indigo,13:35,Delhi,07h 35m,1-stop,21:10,Bangalore,"10,008"
848,Fri-29Oct2021,Vistara,17:10,Delhi,22h 50m,1-stop,16:00,Bangalore,"11,310"
849,Fri-29Oct2021,Vistara,17:45,Delhi,15h 05m,1-stop,08:50,Bangalore,"10,260"
850,Fri-29Oct2021,GO FIRST,18:50,Delhi,05h 05m,1-stop,23:55,Bangalore,"10,544"
851,Fri-29Oct2021,GO FIRST,18:50,Delhi,05h 40m,1-stop,00:30,Bangalore,"10,544"
852,Fri-29Oct2021,Indigo,17:15,Delhi,05h 20m,1-stop,22:35,Bangalore,"10,733"
853,Fri-29Oct2021,Indigo,13:35,Delhi,09h 00m,1-stop,22:35,Bangalore,"10,733"
854,Fri-29Oct2021,Vistara,15:10,Delhi,16h 40m,1-stop,07:50,Bangalore,"10,785"
855,Fri-29Oct2021,Vistara,12:45,Delhi,19h 05m,1-stop,07:50,Bangalore,"10,785"
856,Fri-29Oct2021,Vistara,10:20,Delhi,21h 30m,1-stop,07:50,Bangalore,"10,785"
857,Fri-29Oct2021,Air India,10:40,Delhi,08h 20m,1-stop,19:00,Bangalore,"10,995"
858,Fri-29Oct2021,GO FIRST,22:45,Delhi,09h 00m,2+-stop,07:45,Bangalore,"11,120"
859,Fri-29Oct2021,GO FIRST,21:30,Delhi,10h 15m,2+-stop,07:45,Bangalore,"11,120"
860,Fri-29Oct2021,GO FIRST,18:50,Delhi,12h 55m,1-stop,07:45,Bangalore,"11,120"
861,Fri-29Oct2021,Vistara,17:45,Delhi,14h 05m,1-stop,07:50,Bangalore,"11,205"
862,Fri-29Oct2021,Vistara,12:45,Delhi,05h 00m,1-stop,17:45,Bangalore,"11,258"
863,Fri-29Oct2021,Vistara,10:20,Delhi,07h 25m,1-stop,17:45,Bangalore,"11,258"
864,Fri-29Oct2021,Vistara,11:10,Delhi,04h 50m,1-stop,16:00,Bangalore,"11,310"
865,Fri-29Oct2021,Air India,13:00,Delhi,06h 50m,1-stop,19:50,Bangalore,"11,310"
866,Fri-29Oct2021,Air India,10:40,Delhi,21h 15m,1-stop,07:55,Bangalore,"11,310"
867,Fri-29Oct2021,Vistara,15:10,Delhi,07h 40m,1-stop,22:50,Bangalore,"11,573"
868,Fri-29Oct2021,Vistara,12:45,Delhi,10h 05m,1-stop,22:50,Bangalore,"11,573"
869,Fri-29Oct2021,Vistara,10:20,Delhi,12h 30m,1-stop,22:50,Bangalore,"11,573"
870,Fri-29Oct2021,Air India,12:25,Delhi,19h 30m,2+-stop,07:55,Bangalore,"11,629"
871,Fri-29Oct2021,Vistara,16:55,Delhi,14h 55m,1-stop,07:50,Bangalore,"11,835"
872,Fri-29Oct2021,Vistara,17:45,Delhi,05h 05m,1-stop,22:50,Bangalore,"11,993"
873,Fri-29Oct2021,Vistara,19:50,Delhi,02h 50m,non-stop,22:40,Bangalore,"12,045"
874,Fri-29Oct2021,Vistara,15:10,Delhi,05h 45m,1-stop,20:55,Bangalore,"12,098"
875,Fri-29Oct2021,Vistara,12:45,Delhi,08h 10m,1-stop,20:55,Bangalore,"12,098"
876,Fri-29Oct2021,Vistara,10:20,Delhi,10h 35m,1-stop,20:55,Bangalore,"12,098"
877,Fri-29Oct2021,GO FIRST,20:30,Delhi,11h 15m,2+-stop,07:45,Bangalore,"12,276"
878,Fri-29Oct2021,Air India,18:30,Delhi,25h 20m,1-stop,19:50,Bangalore,"12,570"
879,Fri-29Oct2021,Vistara,16:55,Delhi,05h 55m,1-stop,22:50,Bangalore,"12,623"
880,Fri-29Oct2021,SpiceJet,12:00,Delhi,04h 55m,1-stop,16:55,Bangalore,"12,675"
881,Fri-29Oct2021,SpiceJet,18:15,Delhi,22h 40m,1-stop,16:55,Bangalore,"12,675"
882,Fri-29Oct2021,Vistara,18:55,Delhi,12h 55m,1-stop,07:50,Bangalore,"12,885"
883,Fri-29Oct2021,Vistara,17:45,Delhi,15h 05m,1-stop,08:50,Bangalore,"13,043"
884,Fri-29Oct2021,Air India,14:10,Delhi,27h 45m,1-stop,17:55,Bangalore,"13,148"
885,Fri-29Oct2021,Vistara,18:10,Delhi,18h 50m,1-stop,13:00,Bangalore,"13,284"
886,Fri-29Oct2021,Vistara,13:40,Delhi,04h 50m,1-stop,18:30,Bangalore,"13,568"
887,Fri-29Oct2021,Vistara,16:55,Delhi,15h 55m,1-stop,08:50,Bangalore,"13,673"
888,Fri-29Oct2021,Air India,10:35,Delhi,13h 05m,1-stop,23:40,Bangalore,"13,756"
889,Fri-29Oct2021,Air India,12:25,Delhi,30h 05m,2+-stop,18:30,Bangalore,"13,824"
890,Fri-29Oct2021,Air India,12:25,Delhi,30h 05m,2+-stop,18:30,Bangalore,"13,824"
891,Fri-29Oct2021,Vistara,17:10,Delhi,25h 20m,1-stop,18:30,Bangalore,"14,093"
892,Fri-29Oct2021,Air India,17:50,Delhi,14h 05m,1-stop,07:55,Bangalore,"14,145"
893,Fri-29Oct2021,AirAsia,12:35,Delhi,12h 10m,2+-stop,00:45,Bangalore,"14,198"
894,Fri-29Oct2021,Vistara,13:40,Delhi,18h 10m,1-stop,07:50,Bangalore,"14,265"
895,Fri-29Oct2021,Vistara,13:40,Delhi,33h 10m,1-stop,22:50,Bangalore,"14,265"
896,Fri-29Oct2021,Air India,11:30,Delhi,08h 20m,1-stop,19:50,Bangalore,"14,303"
897,Fri-29Oct2021,Vistara,18:55,Delhi,13h 55m,1-stop,08:50,Bangalore,"14,723"
898,Fri-29Oct2021,Vistara,13:40,Delhi,31h 15m,1-stop,20:55,Bangalore,"14,756"
899,Fri-29Oct2021,Vistara,13:40,Delhi,31h 15m,1-stop,20:55,Bangalore,"14,756"
900,Fri-29Oct2021,Vistara,13:40,Delhi,33h 10m,1-stop,22:50,Bangalore,"14,756"
901,Fri-29Oct2021,Vistara,17:10,Delhi,14h 40m,1-stop,07:50,Bangalore,"14,790"
902,Fri-29Oct2021,Vistara,17:10,Delhi,29h 40m,1-stop,22:50,Bangalore,"14,790"
903,Fri-29Oct2021,Vistara,13:20,Delhi,18h 30m,2+-stop,07:50,Bangalore,"15,945"
904,Fri-29Oct2021,Air India,17:50,Delhi,24h 40m,1-stop,18:30,Bangalore,"16,035"
905,Fri-29Oct2021,Vistara,21:40,Delhi,10h 10m,1-stop,07:50,Bangalore,"16,350"
906,Fri-29Oct2021,Vistara,19:45,Delhi,12h 05m,1-stop,07:50,Bangalore,"16,350"
